Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata
eastmael||10000||100||foxniner||36||re-treeplanter-re-foxniner-3f4znn-words-of-siegnificance-20180112t082246784z||2018-01-12 09:05:48||0.24||0||0.058||0.182||30638079312||7.833389213337512e-12||0.24||2||2018-01-12 08:22:48||2018-01-12||0||"{""tags"":[""siegnificance""]}"
eastmael||10000||100||foxniner||36||re-eastmael-re-foxniner-3f4znn-words-of-siegnificance-20180112t082658039z||2018-01-12 09:04:21||0.248||0||0.058||0.19||31848312768||7.786911721401493e-12||0.24347826588061222||3||2018-01-12 08:26:57||2018-01-12||1||"{""tags"":[""siegnificance""]}"
eastmael||2000||20||jassennessaj||67||puso-y-ikaw-ang-pinili-a-filipino-poetry||2018-01-12 07:07:27||47.971||0||9.989||37.982||6070662370472||7.90210311041729e-12||0.049747656539791726||57||2018-01-12 05:58:33||2018-01-12||19||"{""tags"":[""poetry"",""love"",""life"",""philippines"",""cebu""]}"
eastmael||2000||20||jassennessaj||67||quick-tips-to-help-you-in-your-steemit-career-as-a-minnow||2018-01-12 03:19:27||65.327||0||13.905||51.422||8312922876561||7.858487438178344e-12||0.04782009778907276||133||2018-01-12 02:43:18||2018-01-12||75||"{""tags"":[""steemit"",""steem"",""sndbox"",""philippines"",""cebu""]}"
eastmael||2000||20||miniature-tiger||61||esteem-full-year-2017-statistics||2018-01-12 01:49:48||242.589||0||71.325||171.264||38225271231275||6.34629898457122e-12||0.03728653773715522||407||2018-01-11 23:54:30||2018-01-12||99||"{""tags"":[""utopian-io"",""esteem"",""blockchainbi"",""analysis"",""steem""]}"
eastmael||10000||100||foxniner||36||3f4znn-words-of-siegnificance||2018-01-12 00:02:03||2.043||0||0.321||1.722||260058043725||7.855938507944723e-12||0.2291023627285036||25||2018-01-11 23:03:30||2018-01-12||10||"{""tags"":[""siegnificance""]}"
eastmael||10000||100||mrposyble||38||hello-steemit-my-name-is-aloysius-and-i-am-so-excited-to-share-some-of-the-happiest-moments-of-my-life-with-you-mrposyble-joins||2018-01-11 23:20:42||10.741||0||2.575||8.166||983135114217||1.0925253146465502e-11||0.32090481745908594||30||2018-01-09 11:29:57||2018-01-11||30||"{""tags"":[""introduceyourself"",""philippines"",""nigeria"",""mrposyble"",""writinglife""]}"
eastmael||10000||100||crokkon||58||re-eastmael-re-crokkon-re-eastmael-utopian-moderator-super-supporter-blockchain-business-intelligence-20180111t182016637z||2018-01-11 23:19:06||0.234||0||0.058||0.176||30002174309||7.799434720629734e-12||0.234||1||2018-01-11 18:20:15||2018-01-11||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||miniature-tiger||60||re-eastmael-re-eastmael-re-crokkon-re-eastmael-utopian-moderator-super-supporter-blockchain-business-intelligence-20180111t171021071z||2018-01-11 23:18:57||0.238||0||0.058||0.18||30631590553||7.769756506381961e-12||0.23799999999999996||1||2018-01-11 17:10:21||2018-01-11||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||minersean||44||re-eastmael-utopian-moderator-super-supporter-blockchain-business-intelligence-20180111t180453514z||2018-01-11 23:18:33||0.246||0||0.058||0.188||31261006797||7.869228320042709e-12||0.24600000000000002||1||2018-01-11 18:04:51||2018-01-11||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||joe28||55||re-eastmael-utopian-moderator-super-supporter-blockchain-business-intelligence-20180111t171933852z||2018-01-11 23:12:27||0.25||0||0.062||0.188||31890423041||7.83934410900059e-12||0.25||1||2018-01-11 17:19:09||2018-01-11||1||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||abh12345||66||fulltimegeek-delegates-350-000-steem-power-to-stewardsofgondor-in-steemit-retention-and-community-support-drive||2018-01-11 21:47:39||64.141||0||11.969||52.172||8109380082838||7.909482518366916e-12||0.06305918588455138||97||2018-01-11 20:03:21||2018-01-11||106||"{""tags"":[""stewardsofgondor"",""fulltimegeek"",""steemit"",""delegation"",""community""]}"
eastmael||1000||10||arcange||69||qual-e-a-reputacao-e-como-funciona||2018-01-11 17:38:54||8.281||0||1.329||6.952||1044149951240||7.930853217170333e-12||0.024959039226264187||89||2018-01-11 17:11:54||2018-01-11||26||"{""tags"":[""pt"",""reputation"",""steemit"",""steem""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180110||2018-01-11 16:44:09||5.17||0||1.014||4.156||651317986051||7.937751007531941e-12||0.024980747132777602||54||2018-01-11 16:14:18||2018-01-11||8||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180110||2018-01-11 16:28:54||10.492||0||2.176||8.316||1321112325379||7.941792532281508e-12||0.02499229501092719||47||2018-01-11 16:01:03||2018-01-11||2||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||crokkon||58||re-eastmael-utopian-moderator-super-supporter-blockchain-business-intelligence-20180111t161658015z||2018-01-11 16:18:12||1.32||0||0.188||1.132||166423226486||7.931585199203203e-12||0.24128167437817308||2||2018-01-11 16:16:57||2018-01-11||7||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||utopian-io||65||utopian-rules-update-7-biggest-quality-enforcement-ever||2018-01-11 16:12:30||362.494||0||69.872||292.622||45594224503080||7.950436792175568e-12||0.061714761549520665||369||2018-01-11 15:36:48||2018-01-11||88||"{""tags"":[""utopian-io"",""rules"",""quality"",""steemdev"",""opensource""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180110-pt||2018-01-11 16:02:09||6.101||0||1.191||4.91||767721140959||7.946895916372613e-12||0.025008355022598423||47||2018-01-11 15:36:45||2018-01-11||2||"{""tags"":[""pt"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||eastmael||63||utopian-moderator-super-supporter-blockchain-business-intelligence||2018-01-11 15:54:15||63.919||0||18.403||45.516||9946937056529||6.4259982381254395e-12||0.1995256156863457||35||2018-01-11 15:51:03||2018-01-11||19||"{""tags"":[""utopian-io"",""blockchainbi"",""data"",""analytics"",""statistics""]}"
eastmael||5100||51||plumandrain||48||chia-mporado-recipe||2018-01-11 15:34:03||7.262||0||1.644||5.618||912998627740||7.954009764479123e-12||0.12682242528836948||15||2018-01-11 14:56:21||2018-01-11||4||"{""tags"":[""lowcarbdiet"",""tilphilippines"",""chiasuperfood"",""alternativerecipe"",""livehealthy""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180110-es||2018-01-11 15:33:09||6.185||0||0.889||5.296||777919612873||7.950692973477888e-12||0.025020304109780272||63||2018-01-11 15:01:45||2018-01-11||6||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||chuavincent||48||canyon-cove||2018-01-11 15:32:48||9.654||0||2.08||7.574||1212237236825||7.963787703209832e-12||0.25562742605222977||40||2018-01-11 14:19:30||2018-01-11||10||"{""tags"":[""tilphilippines"",""teamphilippines"",""steamph"",""pilipinas"",""philippines""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180110-en||2018-01-11 15:18:06||50.628||0||7.456||43.172||6356583725787||7.964655573498611e-12||0.02673519305452197||66||2018-01-11 14:36:48||2018-01-11||13||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||janmarini||45||trip-to-japan-with-the-goddess-ara-and-the-1st-runner-up-me-of-philippine-showbiz||2018-01-11 11:06:30||11.796||0||2.86||8.936||1169696799520||1.0084664679633763e-11||0.31305688930281017||38||2018-01-07 12:21:48||2018-01-11||12||"{""tags"":[""travel"",""vacation"",""japan"",""steemph"",""philippineshowbiz""]}"
eastmael||10000||100||said-nuruzzaman||53||for-you-paulag-and-steem-delegation-happy-birthday||2018-01-11 10:25:48||5.782||0||1.336||4.446||596745236168||9.689226908838214e-12||0.3048459808517347||16||2018-01-05 18:41:21||2018-01-11||16||"{""tags"":[""indonesia"",""steemitbc"",""nsc"",""delegate"",""steemit""]}"
eastmael||10000||100||paulag||65||winner-of-500-sp-delegation-goes-to||2018-01-11 10:24:03||21.02||0||2.348||18.672||2633201417631||7.982678369857086e-12||0.2561770086642606||81||2018-01-11 10:13:18||2018-01-11||78||"{""tags"":[""indonesia"",""steemit"",""community"",""curation"",""delegation""]}"
eastmael||10000||100||steem77||57||i-will-do-this-if-i-get-a-steem-power-delegate||2018-01-11 10:23:45||8.158||0||1.729||6.429||839197786199||9.72118865678881e-12||0.3180856359047555||144||2018-01-05 16:54:39||2018-01-11||20||"{""tags"":[""indonesia"",""aceh"",""nsc"",""steemitbc"",""delegate""]}"
eastmael||10000||100||eastmael||63||re-eastmael-re-steepshot-steepshot-is-evolving-more-than-1-photo-is-published-every-minute-a-lot-of-new-updates-that-you-ll-love-20180110t234150566z||2018-01-11 07:58:51||3.053||0||0.757||2.296||329794007003||9.257293750556929e-12||0.3029065964424674||3||2018-01-10 23:41:51||2018-01-11||0||"{""tags"":[""steem""]}"
eastmael||10000||100||cloh76||64||re-eastmael-re-cloh76-whaleph-v2-update-20180110t141304862z||2018-01-11 06:32:57||0.342||0||0.084||0.258||32720858234||1.0452048584857422e-11||0.342||1||2018-01-10 14:13:03||2018-01-11||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||paulag||65||manual-voting-and-bots-v-s-steemvoter-blockchain-business-intelligence||2018-01-11 06:07:39||40.741||0||4.255||36.486||3979337509916||1.02381363476907e-11||0.34142992427141977||79||2018-01-10 19:31:21||2018-01-11||34||"{""tags"":[""curation"",""steemvoter"",""steemit"",""blockchainbi"",""stats""]}"
eastmael||10000||100||fitinfun||61||re-paulag-manual-voting-and-bots-v-s-steemvoter-blockchain-business-intelligence-20180110t211350596z||2018-01-11 06:07:30||0.317||0||0.075||0.242||33978058751||9.329550058261362e-12||0.317||1||2018-01-10 21:13:51||2018-01-11||2||"{""tags"":[""curation""]}"
eastmael||10000||100||ladyselene07||32||mother-daughter-bonding||2018-01-11 04:45:15||0.805||0||0.177||0.628||89508545686||8.993554680510353e-12||0.30746984739329286||9||2018-01-11 02:33:33||2018-01-11||9||"{""tags"":[""momlife"",""love"",""babygirl"",""happy4thmonth"",""babydriver""]}"
eastmael||10000||100||erlwayne||39||week-3-wtf-weight-gain||2018-01-11 04:39:03||0.536||0||0.124||0.412||50996074107||1.0510613010628317e-11||0.3659482566588859||3||2018-01-10 08:08:33||2018-01-11||1||"{""tags"":[""steemitbloggers"",""ocd-resteem"",""philippines"",""life"",""steemit""]}"
eastmael||10000||100||nestormangubat||48||growing-steemit-tree||2018-01-11 04:35:42||10.669||0||2.472||8.197||1126995681885||9.466762092783847e-12||0.33556118245153627||28||2018-01-10 20:07:18||2018-01-11||7||"{""tags"":[""art"",""steemit"",""life"",""ocd-resteem"",""philippines""]}"
eastmael||10000||100||eastmael||63||re-yabapmatt-re-utopian-io-we-need-more-moderators-utopian-is-having-one-contribution-every-minute-20180105t090713130z||2018-01-11 01:49:30||0.341||0||0.084||0.257||35236505371||9.677463653380521e-12||0.341||1||2018-01-05 09:07:12||2018-01-11||0||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||eastmael||63||re-hiroyamagishi-re-darthnava-win-5-sbd-by-writing-a-funny-answer-as-comment-on-which-came-first-the-chicken-or-the-egg-20180108t081532482z||2018-01-11 01:48:30||0.383||0||0.091||0.292||36075469785||1.0616632362172301e-11||0.383||1||2018-01-08 08:15:30||2018-01-11||0||"{""tags"":[""contest""]}"
eastmael||10000||100||eastmael||63||re-cloh76-whaleph-v2-update-20180110t112709897z||2018-01-11 01:47:51||0.387||0||0.095||0.292||36704693095||1.0543610840127637e-11||0.387||1||2018-01-10 11:27:09||2018-01-11||2||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||eastmael||63||re-clumsysilverdad-re-utopian-io-utopian-witness-backup-witness-and-failover-script-now-in-place-and-running-20180110t222708201z||2018-01-11 01:47:30||0.347||0||0.079||0.268||37783692654||9.183856198959012e-12||0.34479555173643983||2||2018-01-10 22:27:06||2018-01-11||1||"{""tags"":[""witness-category""]}"
eastmael||10000||100||steepshot||63||steepshot-is-evolving-more-than-1-photo-is-published-every-minute-a-lot-of-new-updates-that-you-ll-love||2018-01-10 23:40:24||43.872||0||6.058||37.814||4324467567271||1.0145063945452569e-11||0.38088280616483045||130||2018-01-07 13:57:45||2018-01-10||58||"{""tags"":[""steem"",""photography"",""steemdev"",""steepshot"",""telegram""]}"
eastmael||10000||100||foxniner||36||4qwufg-words-of-siegnificance||2018-01-10 22:33:06||0.741||0||0.101||0.64||70263203645||1.0546060548901975e-11||0.40036157006081524||7||2018-01-10 12:57:06||2018-01-10||0||"{""tags"":[""siegnificance"",""siegnature""]}"
eastmael||10000||100||utopian-io||65||utopian-witness-backup-witness-and-failover-script-now-in-place-and-running||2018-01-10 22:27:21||82.556||0||7.222||75.334||8063439091723||1.023831135337061e-11||0.39509439067913094||150||2018-01-10 19:35:27||2018-01-10||22||"{""tags"":[""witness-category"",""witness"",""utopian-io"",""steemdev""]}"
eastmael||1000||10||arcange||69||steemtoolbar-google-chrome-extension-update-available||2018-01-10 19:05:45||41.021||0||8.386||32.635||3917521404642||1.0471161676715504e-11||0.039529568948847287||77||2018-01-10 16:46:00||2018-01-10||26||"{""tags"":[""steemtoolbar"",""steemit"",""tools"",""chrome"",""steemittoolbar""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180109||2018-01-10 16:50:03||6.924||0||1.494||5.43||661166633468||1.047239780338237e-11||0.039534235437229||41||2018-01-10 16:18:33||2018-01-10||3||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||crokkon||58||the-busy-org-free-upvote-bot-adoption-by-users-and-performance-since-nov-2017||2018-01-10 14:09:33||154.943||0||45.389||109.554||18063043113688||8.577901244258544e-12||0.31482832511919595||80||2018-01-10 10:55:03||2018-01-10||12||"{""tags"":[""utopian-io"",""busy"",""blockchainbi"",""bisteemit"",""upvote""]}"
eastmael||10000||100||paulag||65||youtube-steemit-ambassador-winner-5-and-week-6-details||2018-01-10 14:09:21||20.438||0||5.418||15.02||2364917544304||8.642161773980557e-12||0.32262432005612546||64||2018-01-09 22:30:24||2018-01-10||15||"{""tags"":[""utopian-io"",""youtube"",""promo-steemit"",""steemit"",""blockchainbi""]}"
eastmael||10000||100||abh12345||66||utopian-io-contribution-approved-rejected-analysis-29th-4th-january-2018||2018-01-10 14:09:09||104.908||0||30.712||74.196||12009251280388||8.735598710580946e-12||0.33344082497681143||61||2018-01-09 20:11:51||2018-01-10||15||"{""tags"":[""utopian-io"",""analysis"",""blockchainbi"",""contribution""]}"
eastmael||10000||100||eroche||66||steem-distribution-of-posting-rewards-by-account||2018-01-10 14:08:54||28.475||0||3.863||24.612||2610478532298||1.0907961757851924e-11||0.42322376208364443||74||2018-01-09 09:40:54||2018-01-10||16||"{""tags"":[""stats"",""steemit"",""steem"",""steemitbc"",""blockchainbi""]}"
eastmael||10000||100||miniature-tiger||60||busy-org-2017-full-year-statistics-and-november-december-comparison||2018-01-10 14:08:42||110.421||0||26.023||84.398||12660815797301||8.72147591180809e-12||0.34570566643026995||29||2018-01-09 14:47:36||2018-01-10||16||"{""tags"":[""utopian-io"",""blockchainbi"",""busy"",""analysis"",""steemit""]}"
eastmael||5500||55||dez1337||63||re-eastmael-re-dez1337-re-eastmael-re-dez1337-steemj-dev-diary-7-07-01-2018-finalize-the-databaseapi-20180109t211407318z||2018-01-10 04:54:18||0.987||0||0.241||0.746||91798100632||1.0751856445883158e-11||0.21795770143320758||2||2018-01-09 21:14:03||2018-01-10||1||"{""tags"":[""utopian-io""]}"
eastmael||2000||20||jassennessaj||67||don-t-use-power-up-option-on-your-posts-now-or-the-reasons-to-maximize-your-earnings||2018-01-09 22:47:21||84.71||0||18.213||66.497||7877234980508||1.0753773400135015e-11||0.07641116578872617||54||2018-01-09 22:40:51||2018-01-09||11||"{""tags"":[""steemit"",""steem"",""power-up"",""sndbox"",""philippines""]}"
eastmael||10000||100||eastmael||63||spreading-the-good-vibes-growing-the-steemit-community||2018-01-09 14:28:06||6.246||0||1.16||5.086||571395175050||1.093113885579003e-11||0.3561051738675616||15||2018-01-09 14:27:45||2018-01-09||0||"{""tags"":[""steemph"",""philippines"",""community"",""ocd-resteem""]}"
eastmael||10000||100||foxniner||36||3pd5gg-words-of-siegnificance||2018-01-09 09:18:27||0.724||0||0.092||0.632||66591787777||1.0872211486865364e-11||0.3629035480681115||9||2018-01-09 08:17:03||2018-01-09||2||"{""tags"":[""siegnificance""]}"
eastmael||10000||100||idril||43||increased-and-faded-interest-in-events-as-in-steemit-tags||2018-01-09 05:43:51||55.735||0||16.857||38.878||6347487667560||8.78063935198235e-12||0.29458448009157706||12||2018-01-08 18:59:57||2018-01-09||3||"{""tags"":[""utopian-io"",""utopian-io"",""steemit"",""blockchainbi"",""statistics""]}"
eastmael||10000||100||remuslord||46||evaluating-democracy-the-witness-race-oc||2018-01-09 05:42:15||5.011||0||1.125||3.886||462018915679||1.0845876283302493e-11||0.3712977295285559||14||2018-01-08 17:20:15||2018-01-09||10||"{""tags"":[""blockchainbi"",""witness"",""statistics"",""steemit-austria"",""stats""]}"
eastmael||10000||100||jefpatat||62||these-are-the-steem-blockchain-most-popular-frontends||2018-01-09 05:40:54||57.463||0||15.929||41.534||6556997859720||8.763614268200145e-12||0.30601384296704054||24||2018-01-08 15:27:12||2018-01-09||14||"{""tags"":[""utopian-io"",""blockchainbi"",""tkc"",""blockchain"",""stats""]}"
eastmael||10000||100||eroche||66||steem-distribution-of-posts-by-account||2018-01-09 05:39:30||12.605||0||1.009||11.596||1156588177717||1.089843406914389e-11||0.38802087248276795||65||2018-01-08 08:54:48||2018-01-09||28||"{""tags"":[""stats"",""steemit"",""steem"",""steemitbc"",""blockchainbi""]}"
eastmael||10000||100||abh12345||66||re-eastmael-re-abh12345-re-eastmael-re-abh12345-proof-of-who-s-brain-20180108t214313767z||2018-01-08 23:36:36||0.365||0||0.087||0.278||34005773410||1.0733471507890048e-11||0.365||1||2018-01-08 21:43:15||2018-01-08||2||"{""tags"":[""proofofbrain""]}"
eastmael||2500||25||paulag||65||december-post-bench-marking-report-steemit-business-intelligence||2018-01-08 23:13:39||88.407||0||20.901||67.506||10270296157559||8.608028302565736e-12||0.07465410119983353||73||2018-01-08 22:47:27||2018-01-08||9||"{""tags"":[""utopian-io"",""steemit"",""stats"",""newbie"",""blockchainbi""]}"
eastmael||5500||55||abh12345||66||re-eastmael-re-abh12345-proof-of-who-s-brain-20180108t204953562z||2018-01-08 21:35:30||0.196||0||0.046||0.15||18714586709||1.0473113996460418e-11||0.196||1||2018-01-08 20:49:51||2018-01-08||4||"{""tags"":[""proofofbrain""]}"
eastmael||5500||55||dez1337||63||re-eastmael-re-dez1337-steemj-dev-diary-7-07-01-2018-finalize-the-databaseapi-20180108t210610420z||2018-01-08 21:30:54||1.083||0||0.243||0.84||100694761780||1.0755276449892803e-11||0.20128055370078457||2||2018-01-08 21:06:09||2018-01-08||3||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||raycoms||60||minecolonies-and-a-new-worker-in-town-the-smelter||2018-01-08 21:15:45||153.862||0||14.834||139.028||18681772920538||8.23594209470613e-12||0.2857085655403327||42||2018-01-04 18:52:24||2018-01-08||10||"{""tags"":[""utopian-io"",""gaming"",""technology"",""education"",""programming""]}"
eastmael||10000||100||utopian-io||64||re-eastmael-refactoring-the-minecolonies-townhall-statistics-20180108t172118627z||2018-01-08 20:42:42||0.376||0||0.092||0.284||35146906746||1.0697954238683944e-11||0.376||1||2018-01-08 17:21:18||2018-01-08||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||vladimir-simovic||64||re-eastmael-refactoring-the-minecolonies-townhall-statistics-20180108t085640748z||2018-01-08 20:42:12||3.032||0||0.748||2.284||278514006214||1.0886346583483208e-11||0.390075071974872||3||2018-01-08 08:56:42||2018-01-08||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||miniature-tiger||60||re-eastmael-re-miniature-tiger-analysis-of-auction-bots-december-25-31-20180108t102510732z||2018-01-08 16:19:27||0.376||0||0.092||0.284||34918680079||1.0767875508161759e-11||0.376||1||2018-01-08 10:25:12||2018-01-08||0||"{""tags"":[""utopian-io""]}"
eastmael||2000||20||jassennessaj||67||seeing-where-cebu-is-heading-or-the-6th-cebu-steemit-bloggers-meet-up-was-a-success||2018-01-08 16:04:42||243.356||0||55.457||187.899||22379285415370||1.0874163114826897e-11||0.07693499418182052||149||2018-01-08 15:58:42||2018-01-08||51||"{""tags"":[""promo-steem"",""meetup"",""cebu"",""philippines"",""sndbox""]}"
eastmael||10000||100||eastmael||63||refactoring-the-minecolonies-townhall-statistics||2018-01-08 12:46:33||82.653||0||25.205||57.448||9678819469555||8.539574506993064e-12||0.2942927529658166||20||2018-01-08 01:43:03||2018-01-08||5||"{""tags"":[""utopian-io"",""minecolonies"",""steemdev"",""contribution"",""refactor""]}"
eastmael||2500||25||abh12345||66||abh12345-life-update-a-new-adventure-with-sharks-and-volcanoes-likely||2018-01-08 11:20:09||120.875||0||26.609||94.266||11076518542298||1.0912724926917566e-11||0.09464184391880123||95||2018-01-08 10:54:36||2018-01-08||115||"{""tags"":[""life"",""travel"",""reunion"",""beach""]}"
eastmael||10000||100||foxniner||36||words-of-siegnificance||2018-01-08 09:49:33||3.653||0||0.585||3.068||335100788820||1.0901197854124467e-11||0.3731916081883904||12||2018-01-08 09:49:06||2018-01-08||10||"{""tags"":[""siegnificance""]}"
eastmael||10000||100||hiroyamagishi||67||re-darthnava-win-5-sbd-by-writing-a-funny-answer-as-comment-on-which-came-first-the-chicken-or-the-egg-20180106t130103009z||2018-01-08 08:15:45||3.814||0||0.088||3.726||391854963827||9.733193023130472e-12||0.3332061307130376||7||2018-01-06 13:02:15||2018-01-08||5||"{""tags"":[""contest""]}"
eastmael||10000||100||ned||69||re-cob-re-dan-peer-review-of-cardano-s-ouroboros-20180107t002359345z||2018-01-08 07:53:12||318.485||0||79.217||239.268||32693418834595||9.741563022555189e-12||0.3401625226540209||211||2018-01-07 00:24:00||2018-01-08||72||"{""tags"":[""cardamon""]}"
eastmael||2000||20||jassennessaj||67||aside-from-strengthening-faith-simala-church-has-great-refreshing-views||2018-01-08 07:46:42||62.463||0||12.667||49.796||5787490329216||1.0792761015025579e-11||0.07635907215375537||54||2018-01-08 07:41:18||2018-01-08||17||"{""tags"":[""travel"",""photography"",""philippines"",""cebu"",""simala""]}"
eastmael||10000||100||revisesociology||54||re-eastmael-re-revisesociology-on-becoming-entangled-in-the-steemit-assemblage-10-things-you-should-know-about-steemit-in-order-to-better-understand-the-20180106t074354313z||2018-01-08 07:18:12||0.338||0||0.083||0.255||35375133414||9.554734283100506e-12||0.338||1||2018-01-06 07:44:00||2018-01-08||0||"{""tags"":[""utopian-io""]}"
eastmael||2000||20||steemitbc||56||get-paid-to-confess-2-crypto-confessions-from-2018-5sbd-prize||2018-01-08 04:24:57||10.584||0||1.53||9.054||987816969557||1.0714535512329312e-11||0.07580562463496641||61||2018-01-08 04:19:12||2018-01-08||74||"{""tags"":[""contest"",""community"",""funny"",""confession"",""steemitbc""]}"
eastmael||2000||20||surpassinggoogle||69||teardrops-token-will-be-among-the-coming-generation-of-smart-media-tokens-and-it-will-reward-proof-of-tears||2018-01-08 02:32:57||254.693||0||8.849||245.844||23997990025591||1.0613097168904572e-11||0.07266575385525229||510||2018-01-08 02:26:51||2018-01-08||648||"{""tags"":[""smt"",""steem"",""philippines"",""untalented"",""nigeria""]}"
eastmael||10000||100||revisesociology||54||on-becoming-entangled-in-the-steemit-assemblage-10-things-you-should-know-about-steemit-in-order-to-better-understand-the||2018-01-08 02:28:21||3.959||0||0.303||3.656||335863513953||1.1787526288294637e-11||0.4089146315468104||31||2018-01-02 21:19:27||2018-01-08||8||"{""tags"":[""utopian-io"",""steemit"",""blockchainbi"",""steemiteducation"",""busy""]}"
eastmael||10000||100||miniature-tiger||60||analysis-of-auction-bots-december-25-31||2018-01-08 02:19:33||107.283||0||27.197||80.086||12625171755804||8.497547762126899e-12||0.2986625187651551||44||2018-01-08 01:49:51||2018-01-08||24||"{""tags"":[""utopian-io"",""blockchainbi"",""analysis"",""postpromoter""]}"
eastmael||2000||20||miniature-tiger||60||analysis-of-auction-bots-december-25-31||2018-01-08 02:19:24||107.283||0||27.197||80.086||12625171755804||8.497547762126899e-12||0.2986625187651551||44||2018-01-08 01:49:51||2018-01-08||24||"{""tags"":[""utopian-io"",""blockchainbi"",""analysis"",""postpromoter""]}"
eastmael||10000||100||revisesociology||54||britain-in-statistics-wealth-distribution-in-the-uk||2018-01-08 02:12:39||10.244||0||1.644||8.6||1030235449870||9.943358094785649e-12||0.3585556376165004||9||2018-01-07 07:13:06||2018-01-08||0||"{""tags"":[""steemiteducation"",""economics"",""money"",""statistics"",""sociology""]}"
eastmael||10000||100||remuslord||46||questions-by-data-what-are-the-most-social-categories||2018-01-08 02:02:42||55.73||0||12.964||42.766||5365592185834||1.038655158085549e-11||0.3816485761880755||29||2018-01-07 20:58:42||2018-01-08||28||"{""tags"":[""blockchainbi"",""statistics"",""blockchain"",""steem"",""blog""]}"
eastmael||2000||20||jassennessaj||67||see-how-amazing-steemians-in-our-6th-meet-up-are-short-video||2018-01-08 01:28:24||92.446||0||19.694||72.752||8786921909872||1.052086281728964e-11||0.07923766807001525||107||2018-01-08 01:22:51||2018-01-08||49||"{""tags"":[""meetup"",""promo-steem"",""steemit"",""philippines"",""cebu""]}"
eastmael||1000||10||arcange||69||estadisticas-steemit-2018-01-06||2018-01-08 01:27:24||10.006||0||1.752||8.254||952039860006||1.0510064147878157e-11||0.04077750750877945||72||2018-01-08 01:01:21||2018-01-08||7||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||iwrite||56||abasing-the-precious-and-ancient-property||2018-01-07 22:04:51||13.244||0||2.583||10.661||1361916712291||9.724530054206547e-12||0.3528841363856608||36||2018-01-06 15:30:42||2018-01-07||12||"{""tags"":[""steemitdiversify"",""tilphilippines"",""philippines"",""gratefuvibes"",""iwrite""]}"
eastmael||10000||100||iwrite||56||business-meeting-with-the-new-steemit-members-wanted-to-invest-on-sp-or-steem-delegation||2018-01-07 21:55:51||14.11||0||2.753||11.357||1379165783006||1.0230822265069649e-11||0.378261327835575||41||2018-01-07 16:56:00||2018-01-07||16||"{""tags"":[""steemitdiversify"",""tilphilippines"",""philippines"",""gratefuvibes"",""iwrite""]}"
eastmael||10000||100||utopian-io||64||re-eastmael-biutopian-dev-analyzing-steem-languages-20180107t155806539z||2018-01-07 21:29:30||0.378||0||0.086||0.292||37551024542||1.0066303239668342e-11||0.3767734096357216||2||2018-01-07 15:58:06||2018-01-07||1||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||abh12345||66||proof-of-who-s-brain||2018-01-07 21:25:15||38.492||0||4.055||34.437||3827220872840||1.0057428426239979e-11||0.09640568153949784||69||2018-01-07 10:55:18||2018-01-07||66||"{""tags"":[""proofofbrain"",""science"",""funny"",""news"",""technology""]}"
eastmael||10000||100||utopian-io||64||re-eastmael-video-tutorial-minecolonies-development-environment-setup-20180107t124106757z||2018-01-07 21:16:09||0.381||0||0.091||0.29||38342080087||9.936863079298069e-12||0.381||1||2018-01-07 12:41:06||2018-01-07||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||raycoms||60||re-eastmael-video-tutorial-minecolonies-development-environment-setup-20180107t170837638z||2018-01-07 21:15:36||0.582||0||0.136||0.446||57571036465||1.0109249993333431e-11||0.39453127416954864||2||2018-01-07 17:08:39||2018-01-07||2||"{""tags"":[""utopian-io""]}"
